BidIdentifier,BidName,BIDHumanName
12226001269_122260126_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226001278_122260127_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226001282_122260128_MN05_MN051_TimesSquare,TimesSquare,Times Square BID
12226001283_122260128_MN05_MN051_TimesSquare,TimesSquare,Times Square BID
12226001290_122260129_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226001296_122260129_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001298_122260129_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001300_122260130_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001311_122260131_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226001358_122260135_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001360_122260136_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001361_122260136_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001401_122260140_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001402_122260140_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001403_122260140_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001404_122260140_MN02_MN021_Chinatown,Chinatown,Chinatown
12226001405_122260140_MN02_MN021_Chinatown,Chinatown,Chinatown
12226001406_122260140_MN02_MN021_Chinatown,Chinatown,Chinatown
12226001416_122260141_MN03_MN031_Chinatown,Chinatown,Chinatown
12226001433_122260143_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001434_122260143_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001435_122260143_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226001437_122260143_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226001456_122260145_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001457_122260145_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001488_122260148_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001498_122260149_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001499_122260149_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001506_122260150_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001521_212261929_MN03_MN031_Chinatown,Chinatown,Chinatown
12226001525_122260152_MN04_MN042_GarmentDistrict,GarmentDistrict,Garment District
12226001532_122260153_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226001536_122260153_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226001540_122260154_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226001541_122260154_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001543_122260154_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001550_122260155_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001551_122260155_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226001554_122260155_MN02_MN022_NoHo,NoHo,NoHo BID
12226001562_122260156_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226001563_122260156_MN05_MN051_TimesSquare,TimesSquare,Times Square BID
12226001581_122260158_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226001588_122260158_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001594_122260159_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001596_122260159_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001597_122260159_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001599_122260159_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001636_122260163_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226001647_122260164_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001648_122260164_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001652_122260165_MN02_MN021_NoHo,NoHo,NoHo BID
12226001661_122260166_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001662_122260166_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226001663_122260166_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226001664_122260166_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226001682_122260168_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226001683_122260168_MN03_MN034_14thStreet,14thStreet,14th Street BID
12226001697_122260169_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226001698_122260169_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226001717_122260171_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226001729_122260172_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226001730_122260173_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226001731_122260173_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226001732_122260173_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226001736_122260173_MN01_MN013_Chinatown,Chinatown,Chinatown
12226001751_122260175_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226001760_122260176_MN01_MN013_Chinatown,Chinatown,Chinatown
12226001761_122260176_MN01_MN013_Chinatown,Chinatown,Chinatown
12226001765_122260176_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226001766_122260176_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226001767_122260176_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226001774_122260177_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001776_122260177_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001777_122260177_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001787_122260178_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226001792_122260179_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001795_122260179_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001799_122260179_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001808_122260180_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001809_122260180_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001810_122260181_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226001817_122260181_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001818_122260181_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001834_122260183_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226001836_122260183_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226001841_122260184_MN02_MN022_NoHo,NoHo,NoHo BID
12226001842_122260184_MN02_MN022_NoHo,NoHo,NoHo BID
12226001843_122260184_MN02_MN022_NoHo,NoHo,NoHo BID
12226001851_122260185_MN02_MN022_NoHo,NoHo,NoHo BID
12226001853_122260185_MN02_MN022_NoHo,NoHo,NoHo BID
12226001860_122260186_MN02_MN022_NoHo,NoHo,NoHo BID
12226001879_122260187_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001880_122260188_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226001890_122260189_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226001905_122260190_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001907_122260190_MN05_MN052_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226001913_122260191_MN04_MN042_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226001933_122260193_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001934_122260193_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001935_122260193_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226001946_122260194_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226001964_122260196_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226001965_122260196_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001966_122260196_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226001979_122260197_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226001982_122260198_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226001987_122260198_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226001989_122260198_MN02_MN022_NoHo,NoHo,NoHo BID
12226001996_122260199_MN04_MN042_GarmentDistrict,GarmentDistrict,Garment District
12226002017_122260201_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226002019_122260201_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226002030_122260203_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226002032_122260203_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226002052_122260205_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002053_122260205_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002058_122260205_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002065_122260206_MN02_MN021_Chinatown,Chinatown,Chinatown
12226002070_122260207_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002084_122260208_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002089_122260208_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226002092_122260209_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002093_122260209_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002107_122260210_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002113_122260211_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002114_122260211_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002126_122260212_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226002127_122260212_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226002128_122260212_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226002132_122260213_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002136_122260213_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002137_122260213_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002138_122260213_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226002156_122260215_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002157_122260215_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002170_122260217_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226002172_122260217_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226002188_122260218_MN02_MN022_NoHo,NoHo,NoHo BID
12226002190_122260219_MN02_MN022_NoHo,NoHo,NoHo BID
12226002212_122260221_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002220_122260222_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002242_122260224_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226002244_122260224_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002245_122260224_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002250_122260225_MN02_MN022_NoHo,NoHo,NoHo BID
12226002252_122260225_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002271_122260227_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002276_122260227_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226002277_122260227_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226002280_122260228_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002297_122260229_MN02_MN022_NoHo,NoHo,NoHo BID
12226002307_122260230_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226002317_122260231_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002326_122260232_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002329_122260232_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002330_122260233_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002333_122260233_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002341_122260234_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002371_122260237_MN08_MN082_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226002376_122260237_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226002377_122260237_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226002381_122260238_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002386_122260238_MN04_MN042_GarmentDistrict,GarmentDistrict,Garment District
12226002390_122260239_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002391_122260239_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002400_122260240_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002411_122260241_MN02_MN021_Chinatown,Chinatown,Chinatown
12226002413_122260241_MN02_MN021_Chinatown,Chinatown,Chinatown
12226002429_122260242_MN06_MN061_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002435_122260243_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226002450_122260245_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002452_122260245_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002477_122260247_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002478_122260247_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002483_122260248_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002484_122260248_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002487_122260248_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002494_122260249_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002495_122260249_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002496_122260249_MN01_MN013_Chinatown,Chinatown,Chinatown
12226002526_122260252_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002527_122260252_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002528_122260252_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002534_122260253_MN06_MN062_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002536_122260253_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002537_122260253_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002541_122260254_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226002557_122260255_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226002560_122260256_MN02_MN022_NoHo,NoHo,NoHo BID
12226002568_122260256_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002570_122260257_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002587_122260258_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002602_122260260_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002616_122260261_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002618_122260261_MN06_MN061_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002619_122260261_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002625_122260262_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002638_122260263_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002645_122260264_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002646_122260264_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002676_122260267_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226002677_122260267_MN05_MN052_GarmentDistrict,GarmentDistrict,Garment District
12226002681_122260268_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226002685_122260268_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226002691_122260269_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002693_122260269_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226002695_122260269_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226002696_122260269_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226002698_122260269_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226002709_122260270_MN04_MN042_GarmentDistrict,GarmentDistrict,Garment District
12226002726_122260272_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226002733_122260273_MN04_MN043_TimesSquare,TimesSquare,Times Square BID
12226002744_122260274_MN05_MN051_BryantPark,BryantPark,Bryant Park BID
12226002745_122260274_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226002746_122260274_MN05_MN051_BryantPark,BryantPark,Bryant Park BID
12226002754_122260275_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226002755_122260275_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226002766_122260276_MN06_MN061_14thStreet,14thStreet,14th Street BID
12226002769_122260276_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002771_122260277_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002773_122260277_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226002774_122260277_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226002778_122260277_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226002783_122260278_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226002784_122260278_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226002787_122260278_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226002796_122260279_MN05_MN052_34thStreet,34thStreet,34th Street BID
12226002806_122260280_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226002845_122260284_MN05_MN052_47thStreet,47thStreet,47th Street BID
12226002846_122260284_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226002847_122260284_MN05_MN052_47thStreet,47thStreet,47th Street BID
12226002851_122260285_MN02_MN023_Meatpacking,Meatpacking,Meatpacking BID
12226002857_122260285_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226002869_122260286_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002870_212261411_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002914_122260291_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002915_122260291_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002928_122260292_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226002948_122260294_MN07_MN071_LincolnSquare,LincolnSquare,Lincoln Square BID
12226002962_122260296_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002963_122260296_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226002993_122260299_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226002995_122260299_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003002_122260300_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003003_122260300_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003007_122260300_MN06_MN061_14thStreet,14thStreet,14th Street BID
12226003010_122260301_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003011_122260301_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003026_122260302_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003027_122260302_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003031_122260303_MN05_MN052_GarmentDistrict,GarmentDistrict,Garment District
12226003049_122260304_MN02_MN022_VillageAlliance,VillageAlliance,Village Alliance BID
12226003053_122260305_MN06_MN061_14thStreet,14thStreet,14th Street BID
12226003062_122260306_MN08_MN081_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003079_122260307_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003081_122260308_MN06_MN063_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003089_122260308_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226003090_122260309_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226003119_122260311_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003120_122260312_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003122_122260312_MN02_MN021_HudsonSquare,HudsonSquare,Hudson Square
12226003128_122260312_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003130_122260313_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003134_122260313_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226003146_122260314_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003147_122260314_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003163_122260316_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003181_122260318_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003197_122260319_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003210_122260321_MN05_MN052_GarmentDistrict,GarmentDistrict,Garment District
12226003211_122260321_MN05_MN051_GarmentDistrict,GarmentDistrict,Garment District
12226003215_122260321_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003216_122260321_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003217_122260321_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003226_122260322_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003244_122260324_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003262_212260796_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003264_122260326_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003266_122260326_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003267_122260326_MN04_MN042_HudsonYardsHellsK,HudsonYardsHellsKitchen,Hudson Yards/Hell's Kitchen
12226003281_122260328_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003301_122260330_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226003302_122260330_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226003303_122260330_MN05_MN052_BryantPark,BryantPark,Bryant Park BID
12226003309_122260330_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003310_122260331_MN05_MN051_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003318_122260331_MN08_MN081_MadisonAvenue,MadisonAvenue,Madison Avenue BID
12226003327_122260332_MN02_MN021_Chinatown,Chinatown,Chinatown
12226003329_122260332_MN02_MN021_Chinatown,Chinatown,Chinatown
12226003337_122260333_MN02_MN021_Chinatown,Chinatown,Chinatown
12226003338_122260333_MN02_MN021_Chinatown,Chinatown,Chinatown
12226003341_122260334_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226003342_122260334_MN05_MN051_14thStreet,14thStreet,14th Street BID
12226003356_122260335_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003357_122260335_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003364_122260336_MN05_MN052_5thAvenue,5thAvenue,5th Avenue BID
12226003391_122260339_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003392_122260339_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003420_122260342_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003429_122260342_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226003431_122260343_MN02_MN023_14thStreet,14thStreet,14th Street BID
12226003440_122260344_MN06_MN061_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003461_122260346_MN02_MN021_SoHoBroadway,SoHoBroadway,SoHo Broadway BID
12226003468_122260346_MN02_MN021_Chinatown,Chinatown,Chinatown
12226003484_122260348_MN05_MN051_TimesSquare,TimesSquare,Times Square BID
12226003485_122260348_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226003487_122260348_MN05_MN051_34thStreet,34thStreet,34th Street BID
12226003491_122260349_MN03_MN032_LowerEastSide,LowerEastSide,Lower East Side BID
12226003501_122260350_MN05_MN052_TimesSquare,TimesSquare,Times Square BID
12226003505_122260350_MN05_MN052_EastMidManhattan,EastMidManhattan,East Mid-Manhattan BID
12226003509_122260350_MN01_MN013_Chinatown,Chinatown,Chinatown
12226003511_122260351_MN01_MN013_Chinatown,Chinatown,Chinatown
12226003520_122260352_MN04_MN042_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003521_122260352_MN04_MN042_Flatiron23rdStree,Flatiron23rdStreetPartnership,Flatiron/23rd Street Partnership
12226003526_122260352_MN03_MN031_Chinatown,Chinatown,Chinatown
12226003530_122260353_MN04_MN042_34thStreet,34thStreet,34th Street BID
12226003542_122260354_MN04_MN041_Meatpacking,Meatpacking,Meatpacking BID
12226003549_122260354_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
12226003589_122260358_MN02_MN023_VillageAlliance,VillageAlliance,Village Alliance BID
12226003596_122260359_MN05_MN052_GrandCentralPartn,GrandCentralPartnership,Grand Central Partnership
